Student ID,Message,Time,Link to message,student discord name,student discord ID
0,,06/07/2022 09:30:29,https://discord.com/channels/994167372090966016/994167372942413906/994173485364559932,Robo-Joey,994062571265073172
497877,/hello,06/07/2022 09:50:40,https://discord.com/channels/994167372090966016/994167372942413906/994178565220335666,Joey Nic,282428409685213184
497877,/hello,06/07/2022 09:55:20,https://discord.com/channels/994167372090966016/994167372942413906/994179739579330630,Joey Nic,282428409685213184
497877,/hello,06/07/2022 09:58:53,https://discord.com/channels/994167372090966016/994167372942413906/994180629828735029,Joey Nic,282428409685213184
497877,hello,06/07/2022 10:03:31,https://discord.com/channels/994167372090966016/994167372942413906/994181798152126544,Joey Nic,282428409685213184
497877,_hi_,06/07/2022 10:16:44,https://discord.com/channels/994167372090966016/994167372942413906/994185122272251935,Joey Nic,282428409685213184
497877,(╯°□°）╯︵ ┻━┻,06/07/2022 10:16:47,https://discord.com/channels/994167372090966016/994167372942413906/994185137061367808,Joey Nic,282428409685213184
497877,hello (╯°□°）╯︵ ┻━┻,06/07/2022 10:16:56,https://discord.com/channels/994167372090966016/994167372942413906/994185175565090847,Joey Nic,282428409685213184
497877,/hello,06/07/2022 10:39:07,https://discord.com/channels/994167372090966016/994167372942413906/994190755260276816,Joey Nic,282428409685213184
497877,/hello,06/07/2022 12:09:18,https://discord.com/channels/994167372090966016/994167372942413906/994213453206139030,Joey Nic,282428409685213184
497877,/hello,07/07/2022 01:51:56,https://discord.com/channels/994167372090966016/994167372942413906/994420472483684412,Joey Nic,282428409685213184
0,Hello!,07/07/2022 01:59:07,https://discord.com/channels/994167372090966016/994167372942413906/994422282682368000,Robo-Joey,994062571265073172
0,Hello!,07/07/2022 01:59:44,https://discord.com/channels/994167372090966016/994167372942413906/994422437104066643,Robo-Joey,994062571265073172
0,Hello!,07/07/2022 02:11:00,https://discord.com/channels/994167372090966016/994167372942413906/994425271396618280,Robo-Joey,994062571265073172
0,"Hi, I am a bot written in python by Johannes (Joey) Nicholas <@282428409685213184>. 
Joey takes all responsibility for my actions. 
Contact: johannes.nicholas@utas.edu.au. 
View my source code: https://github.com/JohannesNicholas/RoboJoey",07/07/2022 02:15:12,https://discord.com/channels/994167372090966016/994167372942413906/994426329304928266,Robo-Joey,994062571265073172
0,Poll:,07/07/2022 02:29:55,https://discord.com/channels/994167372090966016/994167372942413906/994430032212660355,Robo-Joey,994062571265073172
0,You clicked the button!,07/07/2022 02:29:57,https://discord.com/channels/994167372090966016/994167372942413906/994430040420913212,Robo-Joey,994062571265073172
0,Poll:,07/07/2022 02:33:27,https://discord.com/channels/994167372090966016/994167372942413906/994430923544199279,Robo-Joey,994062571265073172
0,Awesome! I like Strawberry too!,07/07/2022 02:33:35,https://discord.com/channels/994167372090966016/994167372942413906/994430955072782476,Robo-Joey,994062571265073172
0,Awesome! I like Chocolate too!,07/07/2022 02:33:38,https://discord.com/channels/994167372090966016/994167372942413906/994430970382008350,Robo-Joey,994062571265073172
0,Awesome! I like Vanilla too!,07/07/2022 02:33:41,https://discord.com/channels/994167372090966016/994167372942413906/994430978925809724,Robo-Joey,994062571265073172
0,Awesome! I like Chocolate too!,07/07/2022 02:36:19,https://discord.com/channels/994167372090966016/994167372942413906/994431643416789042,Robo-Joey,994062571265073172
0,Poll:,07/07/2022 02:36:40,https://discord.com/channels/994167372090966016/994167372942413906/994431731333611520,Robo-Joey,994062571265073172
0,Poll:,07/07/2022 02:40:35,https://discord.com/channels/994167372090966016/994167372942413906/994432717481574450,Robo-Joey,994062571265073172
0,Poll:,07/07/2022 04:32:24,https://discord.com/channels/994167372090966016/994167372942413906/994460858749030420,Robo-Joey,994062571265073172
0,Awesome! I like 3 too!,07/07/2022 04:32:28,https://discord.com/channels/994167372090966016/994167372942413906/994460871877210112,Robo-Joey,994062571265073172
0,Awesome! I like 1 too!,07/07/2022 04:32:31,https://discord.com/channels/994167372090966016/994167372942413906/994460884422361089,Robo-Joey,994062571265073172
0,Awesome! I like 3 too!,07/07/2022 04:33:16,https://discord.com/channels/994167372090966016/994167372942413906/994461075036717106,Robo-Joey,994062571265073172
0,Poll:,07/07/2022 04:37:17,https://discord.com/channels/994167372090966016/994167372942413906/994462086111432724,Robo-Joey,994062571265073172
0,Awesome! I like 3 too!,07/07/2022 04:37:30,https://discord.com/channels/994167372090966016/994167372942413906/994462139962105867,Robo-Joey,994062571265073172
0,Poll:,07/07/2022 04:38:05,https://discord.com/channels/994167372090966016/994167372942413906/994462285756125227,Robo-Joey,994062571265073172
0,Awesome! I like 2 too!,07/07/2022 04:38:07,https://discord.com/channels/994167372090966016/994167372942413906/994462293922435104,Robo-Joey,994062571265073172
0,Awesome! I like 3 too!,07/07/2022 04:38:11,https://discord.com/channels/994167372090966016/994167372942413906/994462310582190101,Robo-Joey,994062571265073172
0,Poll:,07/07/2022 04:41:45,https://discord.com/channels/994167372090966016/994167372942413906/994463209350238248,Robo-Joey,994062571265073172
0,Awesome! I like 3 too!,07/07/2022 04:41:47,https://discord.com/channels/994167372090966016/994167372942413906/994463217466228767,Robo-Joey,994062571265073172
0,Awesome! I like 2 too!,07/07/2022 04:41:49,https://discord.com/channels/994167372090966016/994167372942413906/994463228149117019,Robo-Joey,994062571265073172
0,Awesome! I like 3 too!,07/07/2022 04:45:58,https://discord.com/channels/994167372090966016/994167372942413906/994464272832794734,Robo-Joey,994062571265073172
0,Awesome! I like 2 too!,07/07/2022 04:46:02,https://discord.com/channels/994167372090966016/994167372942413906/994464287185711104,Robo-Joey,994062571265073172
0,Awesome! I like 2 too!,07/07/2022 07:10:28,https://discord.com/channels/994167372090966016/994167372942413906/994500634546020432,Robo-Joey,994062571265073172
